=== PHASE A: Spawning child, writing pattern, sustained hold ===
CHECK 2026-07-30T05:45:55.705463 matches=0 nonzero=0 1520, 249.47, 0
4, 196.25, 0
CHECK 2026-07-30T05:45:56.026797 matches=0 nonzero=0 1520, 249.18, 0
4, 196.24, 0
CHECK 2026-07-30T05:45:56.389667 matches=0 nonzero=0 1520, 248.64, 0
4, 196.29, 0
CHECK 2026-07-30T05:45:56.535039 matches=0 nonzero=0 1520, 248.62, 1
4, 196.31, 0
CHECK 2026-07-30T05:45:56.824666 matches=0 nonzero=0 1520, 248.45, 1
4, 196.31, 0
CHECK 2026-07-30T05:45:56.964340 matches=0 nonzero=0 1520, 248.62, 0
4, 196.34, 0
CHECK 2026-07-30T05:45:57.113030 matches=0 nonzero=0 1520, 248.56, 1
4, 196.32, 0
CHECK 2026-07-30T05:45:57.255647 matches=0 nonzero=0 1520, 248.67, 1
4, 196.34, 0
CHECK 2026-07-30T05:45:57.406145 matches=0 nonzero=0 1520, 248.99, 1
4, 196.30, 0
CHECK 2026-07-30T05:45:57.550289 matches=0 nonzero=0 1520, 248.60, 0
4, 196.21, 0
CHECK 2026-07-30T05:45:58.314111 matches=0 nonzero=0 1520, 248.21, 0
4, 196.24, 0
CHECK 2026-07-30T05:45:58.460128 matches=0 nonzero=0 1520, 248.95, 1
4, 196.24, 0
CHECK 2026-07-30T05:45:58.659381 matches=0 nonzero=0 1520, 248.90, 1
4, 196.26, 0
CHECK 2026-07-30T05:45:58.810640 matches=0 nonzero=0 1520, 249.20, 0
4, 196.25, 0
CHECK 2026-07-30T05:45:58.955072 matches=0 nonzero=0 1520, 249.82, 1
4, 196.29, 0
CHECK 2026-07-30T05:45:59.221326 matches=0 nonzero=0 1520, 249.82, 1
4, 196.32, 0
CHECK 2026-07-30T05:45:59.364303 matches=0 nonzero=0 1520, 249.22, 1
4, 196.32, 0
CHECK 2026-07-30T05:45:59.650331 matches=0 nonzero=0 1520, 248.93, 0
4, 196.35, 0
CHECK 2026-07-30T05:45:59.944946 matches=0 nonzero=0 1520, 248.37, 1
4, 196.35, 0
CHECK 2026-07-30T05:46:00.286647 matches=0 nonzero=0 1520, 248.23, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:00.441158 matches=0 nonzero=0 1520, 248.30, 0
4, 196.36, 0
CHECK 2026-07-30T05:46:00.765866 matches=0 nonzero=0 1520, 248.08, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:00.918354 matches=0 nonzero=0 1520, 248.29, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:01.119466 matches=0 nonzero=0 1520, 249.24, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:01.389160 matches=0 nonzero=0 1520, 249.15, 1
4, 196.36, 0
CHECK 2026-07-30T05:46:01.537969 matches=0 nonzero=0 1520, 249.29, 1
4, 196.32, 0
CHECK 2026-07-30T05:46:01.865636 matches=0 nonzero=0 1520, 249.13, 1
4, 196.32, 0
CHECK 2026-07-30T05:46:02.019440 matches=0 nonzero=0 1520, 248.97, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:02.290767 matches=0 nonzero=0 1520, 248.65, 0
4, 196.29, 0
CHECK 2026-07-30T05:46:02.608090 matches=0 nonzero=0 1520, 248.50, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:02.861704 matches=0 nonzero=0 1520, 248.47, 0
4, 196.35, 0
CHECK 2026-07-30T05:46:03.019558 matches=0 nonzero=0 1520, 248.41, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:03.162217 matches=0 nonzero=0 1520, 248.57, 1
4, 196.33, 0
CHECK 2026-07-30T05:46:03.447461 matches=0 nonzero=0 1520, 248.30, 1
4, 196.36, 0
CHECK 2026-07-30T05:46:03.594387 matches=0 nonzero=0 1520, 248.51, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:03.738059 matches=0 nonzero=0 1520, 249.00, 1
4, 196.36, 0
CHECK 2026-07-30T05:46:04.016938 matches=0 nonzero=0 1520, 249.08, 0
4, 196.41, 0
CHECK 2026-07-30T05:46:04.344275 matches=0 nonzero=0 1520, 248.96, 0
4, 196.41, 0
CHECK 2026-07-30T05:46:04.487060 matches=0 nonzero=0 1520, 249.04, 1
4, 196.47, 0
CHECK 2026-07-30T05:46:04.809763 matches=0 nonzero=0 1520, 248.46, 1
4, 196.42, 0
CHECK 2026-07-30T05:46:05.091864 matches=0 nonzero=0 1520, 248.08, 0
4, 196.41, 0
CHECK 2026-07-30T05:46:05.240628 matches=0 nonzero=0 1520, 248.41, 0
4, 196.38, 0
CHECK 2026-07-30T05:46:05.382434 matches=0 nonzero=0 1520, 248.48, 1
4, 196.38, 0
CHECK 2026-07-30T05:46:05.682564 matches=0 nonzero=0 1520, 248.40, 0
4, 196.36, 0
CHECK 2026-07-30T05:46:05.831591 matches=0 nonzero=0 1520, 248.56, 0
4, 196.32, 0
CHECK 2026-07-30T05:46:06.137062 matches=0 nonzero=0 1520, 248.55, 0
4, 196.29, 0
CHECK 2026-07-30T05:46:06.277322 matches=0 nonzero=0 1520, 248.74, 1
4, 196.25, 0
CHECK 2026-07-30T05:46:06.536652 matches=0 nonzero=0 1520, 248.63, 0
4, 196.25, 0
CHECK 2026-07-30T05:46:06.681148 matches=0 nonzero=0 1520, 248.86, 1
4, 196.25, 0
CHECK 2026-07-30T05:46:06.828268 matches=0 nonzero=0 1520, 248.86, 1
4, 196.26, 0
CHECK 2026-07-30T05:46:06.972298 matches=0 nonzero=0 1520, 248.91, 0
4, 196.23, 0
CHECK 2026-07-30T05:46:07.120377 matches=0 nonzero=0 1520, 249.08, 1
4, 196.27, 0
CHECK 2026-07-30T05:46:07.261614 matches=0 nonzero=0 1520, 248.56, 1
4, 196.29, 0
CHECK 2026-07-30T05:46:07.532763 matches=0 nonzero=0 1520, 248.58, 0
4, 196.29, 0
CHECK 2026-07-30T05:46:07.673694 matches=0 nonzero=0 1520, 248.66, 1
4, 196.29, 0
CHECK 2026-07-30T05:46:07.957950 matches=0 nonzero=0 1520, 248.78, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:08.283252 matches=0 nonzero=0 1520, 248.67, 0
4, 196.36, 0
CHECK 2026-07-30T05:46:08.426605 matches=0 nonzero=0 1520, 248.88, 0
4, 196.35, 0
CHECK 2026-07-30T05:46:08.717491 matches=0 nonzero=0 1520, 248.55, 0
4, 196.35, 0
CHECK 2026-07-30T05:46:08.860493 matches=0 nonzero=0 1520, 248.61, 1
4, 196.33, 0
CHECK 2026-07-30T05:46:09.142100 matches=0 nonzero=0 1520, 248.58, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:09.284406 matches=0 nonzero=0 1520, 248.76, 1
4, 196.31, 0
CHECK 2026-07-30T05:46:09.446301 matches=0 nonzero=0 1520, 248.73, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:09.593983 matches=0 nonzero=0 1520, 248.82, 0
4, 196.32, 0
CHECK 2026-07-30T05:46:09.736698 matches=0 nonzero=0 1520, 249.02, 1
4, 196.31, 0
CHECK 2026-07-30T05:46:09.878053 matches=0 nonzero=0 1520, 249.26, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:10.022040 matches=0 nonzero=0 1520, 249.31, 1
4, 196.28, 0
CHECK 2026-07-30T05:46:10.163384 matches=0 nonzero=0 1520, 249.36, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:10.466995 matches=0 nonzero=0 1520, 249.24, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:10.618144 matches=0 nonzero=0 1520, 248.73, 0
4, 196.28, 0
CHECK 2026-07-30T05:46:10.966990 matches=0 nonzero=0 1520, 248.40, 0
4, 196.30, 0
CHECK 2026-07-30T05:46:11.113534 matches=0 nonzero=0 1520, 248.45, 1
4, 196.22, 0
CHECK 2026-07-30T05:46:11.255331 matches=0 nonzero=0 1520, 249.07, 0
4, 196.25, 0
CHECK 2026-07-30T05:46:11.691303 matches=0 nonzero=0 1520, 249.05, 0
4, 196.29, 0
CHECK 2026-07-30T05:46:11.975679 matches=0 nonzero=0 1520, 249.19, 0
4, 196.32, 0
CHECK 2026-07-30T05:46:12.122462 matches=0 nonzero=0 1520, 249.18, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:12.263976 matches=0 nonzero=0 1520, 248.89, 1
4, 196.35, 0
CHECK 2026-07-30T05:46:12.416207 matches=0 nonzero=0 1520, 248.60, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:12.559309 matches=0 nonzero=0 1520, 249.06, 0
4, 196.29, 0
CHECK 2026-07-30T05:46:12.712343 matches=0 nonzero=0 1520, 249.64, 1
4, 196.25, 0
CHECK 2026-07-30T05:46:12.855480 matches=0 nonzero=0 1520, 249.78, 0
4, 196.24, 0
CHECK 2026-07-30T05:46:13.209084 matches=0 nonzero=0 1520, 249.65, 0
4, 196.23, 0
CHECK 2026-07-30T05:46:13.354716 matches=0 nonzero=0 1520, 249.62, 1
4, 196.22, 0
CHECK 2026-07-30T05:46:13.504503 matches=0 nonzero=0 1520, 249.62, 1
4, 196.23, 0
CHECK 2026-07-30T05:46:13.648576 matches=0 nonzero=0 1520, 249.26, 1
4, 196.25, 0
CHECK 2026-07-30T05:46:13.791992 matches=0 nonzero=0 1520, 249.34, 0
4, 196.25, 0
CHECK 2026-07-30T05:46:13.937476 matches=0 nonzero=0 1520, 249.01, 1
4, 196.23, 0
CHECK 2026-07-30T05:46:14.077340 matches=0 nonzero=0 1520, 249.59, 1
4, 196.16, 0
CHECK 2026-07-30T05:46:14.395385 matches=0 nonzero=0 1520, 249.34, 1
4, 196.19, 0
CHECK 2026-07-30T05:46:14.669476 matches=0 nonzero=0 1520, 249.11, 1
4, 196.20, 0
CHECK 2026-07-30T05:46:14.820374 matches=0 nonzero=0 1520, 248.97, 0
4, 196.21, 0
CHECK 2026-07-30T05:46:15.185918 matches=0 nonzero=0 1520, 248.60, 0
4, 196.23, 0
CHECK 2026-07-30T05:46:15.333413 matches=0 nonzero=0 1520, 248.62, 1
4, 196.20, 0
CHECK 2026-07-30T05:46:15.479322 matches=0 nonzero=0 1520, 248.90, 1
4, 196.19, 0
CHECK 2026-07-30T05:46:15.624352 matches=0 nonzero=0 1520, 248.96, 1
4, 196.14, 0
CHECK 2026-07-30T05:46:15.768385 matches=0 nonzero=0 1520, 248.82, 1
4, 196.15, 0
CHECK 2026-07-30T05:46:16.038612 matches=0 nonzero=0 1520, 248.87, 1
4, 196.15, 0
CHECK 2026-07-30T05:46:16.188464 matches=0 nonzero=0 1520, 249.38, 0
4, 196.20, 0
CHECK 2026-07-30T05:46:16.333385 matches=0 nonzero=0 1520, 249.56, 1
4, 196.15, 0
CHECK 2026-07-30T05:46:16.619554 matches=0 nonzero=0 1520, 249.10, 1
4, 196.14, 0
CHECK 2026-07-30T05:46:16.762012 matches=0 nonzero=0 1520, 249.35, 0
4, 196.19, 0
CHECK 2026-07-30T05:46:16.967075 matches=0 nonzero=0 1520, 249.07, 1
4, 196.13, 0
CHECK 2026-07-30T05:46:17.254295 matches=0 nonzero=0 1520, 249.03, 1
4, 196.12, 0
CHECK 2026-07-30T05:46:17.404555 matches=0 nonzero=0 1520, 248.91, 0
4, 196.15, 0
CHECK 2026-07-30T05:46:17.549974 matches=0 nonzero=0 1520, 248.98, 1
4, 196.16, 0
CHECK 2026-07-30T05:46:17.698465 matches=0 nonzero=0 1520, 249.11, 0
4, 196.18, 0
CHECK 2026-07-30T05:46:18.056062 matches=0 nonzero=0 1520, 248.98, 0
4, 196.18, 0
CHECK 2026-07-30T05:46:18.203073 matches=0 nonzero=0 1520, 249.06, 1
4, 196.17, 0
CHECK 2026-07-30T05:46:18.555795 matches=0 nonzero=0 1520, 249.01, 0
4, 196.17, 0
CHECK 2026-07-30T05:46:18.706476 matches=0 nonzero=0 1520, 248.87, 1
4, 196.17, 0
CHECK 2026-07-30T05:46:18.955539 matches=0 nonzero=0 1520, 248.88, 0
4, 196.19, 0
CHECK 2026-07-30T05:46:19.107042 matches=0 nonzero=0 1520, 249.09, 1
4, 196.25, 0
CHECK 2026-07-30T05:46:19.353715 matches=0 nonzero=0 1520, 248.91, 0
4, 196.23, 0
CHECK 2026-07-30T05:46:19.503616 matches=0 nonzero=0 1520, 249.13, 1
4, 196.22, 0
CHECK 2026-07-30T05:46:19.771354 matches=0 nonzero=0 1520, 249.13, 0
4, 196.22, 0
CHECK 2026-07-30T05:46:19.921350 matches=0 nonzero=0 1520, 248.90, 1
4, 196.19, 0
CHECK 2026-07-30T05:46:20.278869 matches=0 nonzero=0 1520, 248.61, 0
4, 196.19, 0
CHECK 2026-07-30T05:46:20.554462 matches=0 nonzero=0 1520, 248.72, 1
4, 196.18, 0
CHECK 2026-07-30T05:46:20.902252 matches=0 nonzero=0 1520, 248.43, 0
4, 196.19, 0
CHECK 2026-07-30T05:46:21.060991 matches=0 nonzero=0 1520, 248.52, 0
4, 196.23, 0
CHECK 2026-07-30T05:46:21.213878 matches=0 nonzero=0 1520, 248.74, 0
4, 196.29, 0
CHECK 2026-07-30T05:46:21.577866 matches=0 nonzero=0 1520, 248.86, 1
4, 196.38, 0
CHECK 2026-07-30T05:46:21.927160 matches=0 nonzero=0 1520, 248.87, 0
4, 196.38, 0
CHECK 2026-07-30T05:46:22.074195 matches=0 nonzero=0 1520, 249.19, 1
4, 196.40, 0
CHECK 2026-07-30T05:46:22.414652 matches=0 nonzero=0 1520, 248.87, 0
4, 196.42, 0
CHECK 2026-07-30T05:46:22.559325 matches=0 nonzero=0 1520, 249.27, 1
4, 196.42, 0
CHECK 2026-07-30T05:46:22.853548 matches=0 nonzero=0 1520, 249.27, 0
4, 196.40, 0
CHECK 2026-07-30T05:46:23.057122 matches=0 nonzero=0 1520, 249.34, 0
4, 196.38, 0
CHECK 2026-07-30T05:46:23.342325 matches=0 nonzero=0 1520, 249.32, 0
4, 196.37, 0
CHECK 2026-07-30T05:46:23.486099 matches=0 nonzero=0 1520, 249.28, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:23.630785 matches=0 nonzero=0 1520, 249.07, 0
4, 196.27, 0
CHECK 2026-07-30T05:46:23.939492 matches=0 nonzero=0 1520, 248.98, 1
4, 196.21, 0
CHECK 2026-07-30T05:46:24.246328 matches=0 nonzero=0 1520, 248.95, 1
4, 196.19, 0
CHECK 2026-07-30T05:46:24.415546 matches=0 nonzero=0 1520, 249.45, 0
4, 196.19, 0
CHECK 2026-07-30T05:46:24.695494 matches=0 nonzero=0 1520, 249.31, 0
4, 196.22, 0
CHECK 2026-07-30T05:46:24.964624 matches=0 nonzero=0 1520, 249.37, 0
4, 196.22, 0
CHECK 2026-07-30T05:46:25.116865 matches=0 nonzero=0 1520, 248.94, 1
4, 196.23, 0
CHECK 2026-07-30T05:46:25.264225 matches=0 nonzero=0 1520, 249.35, 1
4, 196.26, 0
CHECK 2026-07-30T05:46:25.553015 matches=0 nonzero=0 1520, 248.92, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:25.924252 matches=0 nonzero=0 1520, 248.96, 0
4, 196.35, 0
CHECK 2026-07-30T05:46:26.070892 matches=0 nonzero=0 1520, 248.65, 1
4, 196.35, 0
CHECK 2026-07-30T05:46:26.345019 matches=0 nonzero=0 1520, 248.55, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:26.488103 matches=0 nonzero=0 1520, 248.45, 0
4, 196.27, 0
CHECK 2026-07-30T05:46:26.964289 matches=0 nonzero=0 1520, 248.25, 1
4, 196.27, 0
CHECK 2026-07-30T05:46:27.334238 matches=0 nonzero=0 1520, 248.23, 0
4, 196.26, 0
CHECK 2026-07-30T05:46:27.502392 matches=0 nonzero=0 1520, 248.41, 1
4, 196.27, 0
CHECK 2026-07-30T05:46:27.801311 matches=0 nonzero=0 1520, 248.45, 0
4, 196.30, 0
CHECK 2026-07-30T05:46:28.376127 matches=0 nonzero=0 1520, 248.60, 1
4, 196.24, 0
CHECK 2026-07-30T05:46:28.671409 matches=0 nonzero=0 1520, 248.73, 0
4, 196.26, 0
CHECK 2026-07-30T05:46:28.825480 matches=0 nonzero=0 1520, 248.68, 0
4, 196.25, 0
CHECK 2026-07-30T05:46:28.971215 matches=0 nonzero=0 1520, 248.96, 1
4, 196.28, 0
CHECK 2026-07-30T05:46:29.242483 matches=0 nonzero=0 1520, 248.65, 0
4, 196.27, 0
CHECK 2026-07-30T05:46:29.528929 matches=0 nonzero=0 1520, 248.57, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:29.827036 matches=0 nonzero=0 1520, 248.56, 1
4, 196.31, 0
CHECK 2026-07-30T05:46:29.966482 matches=0 nonzero=0 1520, 248.63, 1
4, 196.31, 0
CHECK 2026-07-30T05:46:30.256699 matches=0 nonzero=0 1520, 248.90, 0
4, 196.38, 0
CHECK 2026-07-30T05:46:30.563657 matches=0 nonzero=0 1520, 248.82, 0
4, 196.40, 0
CHECK 2026-07-30T05:46:30.711095 matches=0 nonzero=0 1520, 248.50, 0
4, 196.36, 0
CHECK 2026-07-30T05:46:31.239565 matches=0 nonzero=0 1520, 248.49, 0
4, 196.36, 0
CHECK 2026-07-30T05:46:31.388951 matches=0 nonzero=0 1520, 248.93, 1
4, 196.40, 0
CHECK 2026-07-30T05:46:31.706599 matches=0 nonzero=0 1520, 248.85, 0
4, 196.43, 0
CHECK 2026-07-30T05:46:32.058784 matches=0 nonzero=0 1520, 249.20, 0
4, 196.47, 0
CHECK 2026-07-30T05:46:32.348880 matches=0 nonzero=0 1520, 248.67, 0
4, 196.45, 0
CHECK 2026-07-30T05:46:32.510194 matches=0 nonzero=0 1520, 248.83, 1
4, 196.38, 0
CHECK 2026-07-30T05:46:32.819973 matches=0 nonzero=0 1520, 249.20, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:33.122863 matches=0 nonzero=0 1520, 249.00, 1
4, 196.28, 0
CHECK 2026-07-30T05:46:33.441974 matches=0 nonzero=0 1520, 248.76, 1
4, 196.27, 0
CHECK 2026-07-30T05:46:33.625323 matches=0 nonzero=0 1520, 248.76, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:33.851219 matches=0 nonzero=0 1520, 248.51, 0
4, 196.24, 0
CHECK 2026-07-30T05:46:34.146721 matches=0 nonzero=0 1520, 248.50, 0
4, 196.26, 0
CHECK 2026-07-30T05:46:34.315596 matches=0 nonzero=0 1520, 248.61, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:34.642678 matches=0 nonzero=0 1520, 248.62, 0
4, 196.32, 0
CHECK 2026-07-30T05:46:35.010579 matches=0 nonzero=0 1520, 248.32, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:35.347013 matches=0 nonzero=0 1520, 248.22, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:35.618034 matches=0 nonzero=0 1520, 248.26, 1
4, 196.29, 0
CHECK 2026-07-30T05:46:35.771935 matches=0 nonzero=0 1520, 248.86, 1
4, 196.26, 0
CHECK 2026-07-30T05:46:36.065148 matches=0 nonzero=0 1520, 248.91, 0
4, 196.28, 0
CHECK 2026-07-30T05:46:36.365903 matches=0 nonzero=0 1520, 248.95, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:36.515757 matches=0 nonzero=0 1520, 249.23, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:36.787660 matches=0 nonzero=0 1520, 248.78, 1
4, 196.33, 0
CHECK 2026-07-30T05:46:36.968313 matches=0 nonzero=0 1520, 248.91, 1
4, 196.37, 0
CHECK 2026-07-30T05:46:37.307557 matches=0 nonzero=0 1520, 248.98, 0
4, 196.37, 0
CHECK 2026-07-30T05:46:37.587970 matches=0 nonzero=0 1520, 248.64, 0
4, 196.35, 0
CHECK 2026-07-30T05:46:37.735597 matches=0 nonzero=0 1520, 248.98, 1
4, 196.28, 0
CHECK 2026-07-30T05:46:38.015235 matches=0 nonzero=0 1520, 248.56, 1
4, 196.24, 0
CHECK 2026-07-30T05:46:38.186094 matches=0 nonzero=0 1520, 249.05, 1
4, 196.26, 0
CHECK 2026-07-30T05:46:38.463850 matches=0 nonzero=0 1520, 248.90, 1
4, 196.24, 0
CHECK 2026-07-30T05:46:38.612430 matches=0 nonzero=0 1520, 249.02, 1
4, 196.27, 0
CHECK 2026-07-30T05:46:38.877874 matches=0 nonzero=0 1520, 249.12, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:39.031068 matches=0 nonzero=0 1520, 248.93, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:39.310961 matches=0 nonzero=0 1520, 248.73, 0
4, 196.32, 0
CHECK 2026-07-30T05:46:39.456736 matches=0 nonzero=0 1520, 249.20, 0
4, 196.38, 0
CHECK 2026-07-30T05:46:39.732135 matches=0 nonzero=0 1520, 248.91, 1
4, 196.41, 0
CHECK 2026-07-30T05:46:40.045683 matches=0 nonzero=0 1520, 248.90, 1
4, 196.38, 0
CHECK 2026-07-30T05:46:40.198888 matches=0 nonzero=0 1520, 249.23, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:40.531595 matches=0 nonzero=0 1520, 248.95, 0
4, 196.35, 0
CHECK 2026-07-30T05:46:40.814359 matches=0 nonzero=0 1520, 249.00, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:41.114561 matches=0 nonzero=0 1520, 249.12, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:41.395548 matches=0 nonzero=0 1520, 249.18, 1
4, 196.35, 0
CHECK 2026-07-30T05:46:41.542405 matches=0 nonzero=0 1520, 249.05, 1
4, 196.33, 0
CHECK 2026-07-30T05:46:41.883259 matches=0 nonzero=0 1520, 248.78, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:42.224419 matches=0 nonzero=0 1520, 248.42, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:42.373582 matches=0 nonzero=0 1520, 248.49, 1
4, 196.26, 0
CHECK 2026-07-30T05:46:42.663979 matches=0 nonzero=0 1520, 248.40, 1
4, 196.24, 0
CHECK 2026-07-30T05:46:42.815281 matches=0 nonzero=0 1520, 248.81, 0
4, 196.23, 0
CHECK 2026-07-30T05:46:43.373577 matches=0 nonzero=0 1520, 248.60, 1
4, 196.24, 0
CHECK 2026-07-30T05:46:43.737884 matches=0 nonzero=0 1520, 248.47, 0
4, 196.27, 0
CHECK 2026-07-30T05:46:43.887734 matches=0 nonzero=0 1520, 248.76, 1
4, 196.32, 0
CHECK 2026-07-30T05:46:44.038475 matches=0 nonzero=0 1520, 249.01, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:44.399372 matches=0 nonzero=0 1520, 248.90, 1
4, 196.32, 0
CHECK 2026-07-30T05:46:44.732221 matches=0 nonzero=0 1520, 248.51, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:45.061381 matches=0 nonzero=0 1520, 248.41, 1
4, 196.38, 0
CHECK 2026-07-30T05:46:45.423919 matches=0 nonzero=0 1520, 248.21, 0
4, 196.37, 0
CHECK 2026-07-30T05:46:45.574286 matches=0 nonzero=0 1520, 248.35, 1
4, 196.37, 0
CHECK 2026-07-30T05:46:45.723220 matches=0 nonzero=0 1520, 248.52, 0
4, 196.38, 0
CHECK 2026-07-30T05:46:45.887880 matches=0 nonzero=0 1520, 248.64, 1
4, 196.39, 0
CHECK 2026-07-30T05:46:46.218112 matches=0 nonzero=0 1520, 248.48, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:46.364011 matches=0 nonzero=0 1520, 249.04, 1
4, 196.35, 0
CHECK 2026-07-30T05:46:46.510972 matches=0 nonzero=0 1520, 249.16, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:46.765572 matches=0 nonzero=0 1520, 249.13, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:46.918866 matches=0 nonzero=0 1520, 249.37, 0
4, 196.37, 0
CHECK 2026-07-30T05:46:47.275358 matches=0 nonzero=0 1520, 249.39, 1
4, 196.36, 0
CHECK 2026-07-30T05:46:47.425411 matches=0 nonzero=0 1520, 248.74, 0
4, 196.35, 0
CHECK 2026-07-30T05:46:47.933043 matches=0 nonzero=0 1520, 248.35, 0
4, 196.32, 0
CHECK 2026-07-30T05:46:48.236690 matches=0 nonzero=0 1520, 248.32, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:48.387437 matches=0 nonzero=0 1520, 248.78, 1
4, 196.37, 0
CHECK 2026-07-30T05:46:48.550244 matches=0 nonzero=0 1520, 248.65, 0
4, 196.41, 0
CHECK 2026-07-30T05:46:48.693107 matches=0 nonzero=0 1520, 249.19, 1
4, 196.49, 0
CHECK 2026-07-30T05:46:49.011117 matches=0 nonzero=0 1520, 249.33, 0
4, 196.42, 0
CHECK 2026-07-30T05:46:49.313888 matches=0 nonzero=0 1520, 248.87, 0
4, 196.39, 0
CHECK 2026-07-30T05:46:49.467203 matches=0 nonzero=0 1520, 248.95, 1
4, 196.37, 0
CHECK 2026-07-30T05:46:49.754275 matches=0 nonzero=0 1520, 248.98, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:50.050448 matches=0 nonzero=0 1520, 248.96, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:50.207922 matches=0 nonzero=0 1520, 248.98, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:50.355792 matches=0 nonzero=0 1520, 248.81, 0
4, 196.31, 0
CHECK 2026-07-30T05:46:50.638124 matches=0 nonzero=0 1520, 248.75, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:50.781552 matches=0 nonzero=0 1520, 249.26, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:50.934134 matches=0 nonzero=0 1520, 249.03, 0
4, 196.32, 0
CHECK 2026-07-30T05:46:51.107641 matches=0 nonzero=0 1520, 249.13, 1
4, 196.36, 0
CHECK 2026-07-30T05:46:51.253634 matches=0 nonzero=0 1520, 249.29, 1
4, 196.33, 0
CHECK 2026-07-30T05:46:51.582981 matches=0 nonzero=0 1520, 248.82, 0
4, 196.29, 0
CHECK 2026-07-30T05:46:51.947191 matches=0 nonzero=0 1520, 248.54, 0
4, 196.27, 0
CHECK 2026-07-30T05:46:52.266263 matches=0 nonzero=0 1520, 248.41, 0
4, 196.25, 0
CHECK 2026-07-30T05:46:52.421544 matches=0 nonzero=0 1520, 248.26, 1
4, 196.22, 0
CHECK 2026-07-30T05:46:52.563774 matches=0 nonzero=0 1520, 248.44, 0
4, 196.25, 0
CHECK 2026-07-30T05:46:53.032559 matches=0 nonzero=0 1520, 248.28, 0
4, 196.28, 0
CHECK 2026-07-30T05:46:53.175362 matches=0 nonzero=0 1520, 248.63, 0
4, 196.36, 0
CHECK 2026-07-30T05:46:53.545196 matches=0 nonzero=0 1520, 248.57, 0
4, 196.33, 0
CHECK 2026-07-30T05:46:53.847487 matches=0 nonzero=0 1520, 248.52, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:53.995957 matches=0 nonzero=0 1520, 248.61, 0
4, 196.30, 0
CHECK 2026-07-30T05:46:54.309276 matches=0 nonzero=0 1520, 248.43, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:54.456159 matches=0 nonzero=0 1520, 248.94, 1
4, 196.34, 0
CHECK 2026-07-30T05:46:54.787552 matches=0 nonzero=0 1520, 248.73, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:55.114291 matches=0 nonzero=0 1520, 248.48, 0
4, 196.34, 0
CHECK 2026-07-30T05:46:55.272981 matches=0 nonzero=0 1520, 248.58, 0
4, 196.30, 0
CHECK 2026-07-30T05:46:55.423117 matches=0 nonzero=0 1520, 248.64, 1
4, 196.30, 0
CHECK 2026-07-30T05:46:55.565908 matches=0 nonzero=0 1520, 248.52, 0
4, 196.26, 0
CHECK 2026-07-30T05:46:55.908278 matches=0 nonzero=0 1520, 248.49, 1
4, 196.30, 0
